"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct","wed_ID.1","plg_ID.1","spl_Minuten","spl_FTA","spl_FTM","spl_FG2A","spl_FG2M","spl_FG3M","spl_FG3A","spl_OR","spl_DR","spl_TO","spl_ID","spl_PF","spl_Ast","spl_Stl","spl_Blk","spl_MinutesRatio","spl_Plays","spl_USGpct","spl_PTS","spl_PPP","spl_FTperFG","spl_FG3AperFG","spl_EFGpct","spl_TSpct","spl_Finishes","spl_Astpct","spl_TRpct","spl_DRpct","spl_ORpct","spl_Stlpct","spl_Blkpct"
"1450",1450,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,13,0,0,0,0,0,1,0,1,1,"2571 Kurtis  Rice",1,1,1,0,0.325,2,0.0826907572406094,0,0,0,1,0,0,3,0.123076923076923,0.0404858299595142,0.0627943485086342,0,0.0448447011981543,0
"1451",1451,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,21,0,0,0,0,3,5,0,1,1,"2571 Hugo  Sterk",2,1,0,1,0.525,6,0.153568549161132,9,1.5,0,1,0.9,0.9,7,0.0987654320987654,0.025062656641604,0.0388726919339164,0,0,0.0488400488400488
"1452",1452,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,22,4,3,1,0,1,3,0,1,3,"2571 Rod  Earls",4,0,2,0,0.55,8.84,0.215973223229337,6,0.678733031674208,1,0.75,0.375,0.513698630136986,8.84,0,0.0239234449760766,0.0371057513914657,0,0.0529982832341824,0
"1453",1453,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,25,10,7,5,4,0,0,2,6,2,"2571 Elijah  Palmer",3,3,2,1,0.625,11.6,0.249395323837678,15,1.29310344827586,2,0,0.8,0.78125,14.6,0.258064516129032,0.168421052631579,0.195918367346939,0.118518518518519,0.0466384892460805,0.041025641025641
"1454",1454,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,27,0,0,2,1,0,3,0,0,2,"2571 Mitchel  Kouwijzer",1,3,1,0,0.675,7,0.13934923905362,2,0.285714285714286,0,0.6,0.2,0.2,10,0.188976377952756,0,0,0,0.0215918931694817,0
"1455",1455,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,27,4,3,6,3,0,0,0,10,1,"2571 Demetrius  Nelson",1,2,2,0,0.675,8.84,0.175978181890571,9,1.01809954751131,0.666666666666667,0,0.5,0.573979591836735,10.84,0.144144144144144,0.194931773879142,0.302343159486017,0,0.0431837863389634,0
"1456",1456,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,28,2,0,5,4,0,0,0,6,1,"2571 Calvin  Walls",3,0,1,1,0.7,6.92,0.132836795024379,8,1.15606936416185,0.4,0,0.8,0.675675675675676,6.92,0,0.112781954887218,0.174927113702624,0,0.0208207541277145,0.0366300366300366
"1457",1457,476880,2571,2571,1771,27,16,28,20,5,16,3,28,18,200,"Basketball Stars Weert","Basketba",476880,1771,2571,1771,23,17,39,17,5,20,21,24,16,200,"Landstede Basketbal","Landsted",12.42,10.58,71,66,TRUE,FALSE,74.42,85.58,72.1611111111111,68.6128571428571,70,FALSE,70.3869841269841,101.428571428571,94.2857142857143,FALSE,7.14285714285714,0.625,0.111111111111111,0.257142857142857,0.363636363636364,0.415254237288136,0.428571428571429,0.228571428571429,0.288135593220339,0.496277915632754,0.283587380361574,0.220134704005672,0.714285714285714,0.3125,0.592592592592593,476880,2571,28,7,3,9,8,0,3,1,3,6,"2571 Mark  Porter",3,7,3,1,0.7,21.22,0.407340576649902,19,0.895381715362865,0.583333333333333,0.25,0.666666666666667,0.624178712220762,28.22,0.736842105263158,0.075187969924812,0.087463556851312,0.0529100529100529,0.0624622623831435,0.0366300366300366
"1458",1458,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,3,0,0,0,0,0,1,0,0,0,"3103 Joel  Zwiers",0,0,0,0,0.075,1,0.167378023265545,0,0,0,1,0,0,1,0,0,0,0,0,0
"1459",1459,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,5,0,0,0,0,0,0,0,0,1,"3103 Yasalde  PazCosta",3,0,1,0,0.125,1,0.100426813959327,0,0,NA,NA,NA,NA,1,0,0,0,0,0.112703217989938,0
"1460",1460,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,5,0,0,0,0,0,1,0,0,1,"3103 Kizmahr  Grell",1,1,0,0,0.125,2,0.200853627918654,0,0,0,1,0,0,3,0.4,0,0,0,0,0
"1461",1461,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,7,0,0,0,0,0,0,0,2,0,"3103 Ognjen  Ivanovic",0,1,0,0,0.175,0,0,0,NA,NA,NA,NA,NA,1,0.285714285714286,0.154440154440154,0.253968253968254,0,0,0
"1462",1462,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,9,0,0,0,0,0,0,0,1,1,"3103 Luuk  Besseling",2,0,0,0,0.225,1,0.0557926744218484,0,0,NA,NA,NA,NA,1,0,0.0600600600600601,0.0987654320987654,0,0,0
"1463",1463,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,9,0,0,0,0,2,4,0,0,0,"3103 Stefan  Mladenovic",4,0,0,0,0.225,4,0.223170697687394,6,1.5,0,1,0.75,0.75,4,0,0,0,0,0,0
"1464",1464,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,17,4,1,1,1,0,0,0,2,4,"3103 Sjors  Besseling",4,0,1,0,0.425,6.84,0.202035119847588,3,0.43859649122807,4,0,1,0.528169014084507,6.84,0,0.0635930047694754,0.104575163398693,0,0.0331480052911583,0
"1465",1465,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,20,0,0,6,2,1,1,1,1,4,"3103 Worthy de Jong",2,2,3,0,0.5,11,0.27617373838815,7,0.636363636363636,0,0.142857142857143,0.5,0.5,13,0.285714285714286,0.0540540540540541,0.0444444444444444,0.0689655172413793,0.0845274134924536,0
"1466",1466,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,21,0,0,6,2,0,0,1,3,2,"3103 Marvin  Zaandam",1,0,0,0,0.525,8,0.191289169446337,4,0.5,0,0,0.333333333333333,0.333333333333333,8,0,0.102960102960103,0.126984126984127,0.0656814449917898,0,0
"1467",1467,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,32,7,4,9,3,0,0,4,4,3,"3103 Patrick  Hilliman",4,1,3,1,0.8,15.22,0.238827516947025,10,0.657030223390276,0.777777777777778,0,0.333333333333333,0.409165302782324,16.22,0.0769230769230769,0.135135135135135,0.111111111111111,0.172413793103448,0.0528296334327835,0.0347222222222222
"1468",1468,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,33,8,5,7,5,1,4,2,4,2,"3103 Daniel  Jones",3,1,1,0,0.825,16.68,0.2538059480063,18,1.07913669064748,0.727272727272727,0.363636363636364,0.590909090909091,0.61307901907357,17.68,0.0952380952380952,0.0982800982800983,0.107744107744108,0.0835945663531871,0.0170762451499906,0
"1469",1469,476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",9.66,12.42,56,64,FALSE,TRUE,79.66,82.42,70.8048275862069,70.9828888888889,71,FALSE,70.8938582375479,78.8732394366197,90.1408450704225,TRUE,-11.2676056338028,0.45,0.275862068965517,0.28169014084507,0.22,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.586657727120349,0.251424740194435,0.161917532685216,0.428571428571429,0.333333333333333,0.523809523809524,476881,3103,39,2,1,6,2,1,4,0,5,2,"3103 Jeremy  Ormskerk",1,2,2,0,0.975,12.92,0.166348004660834,8,0.619195046439629,0.2,0.4,0.35,0.366300366300366,14.92,0.121212121212121,0.0693000693000693,0.113960113960114,0,0.0288982610230611,0
"1470",1470,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,4,0,0,0,0,0,0,0,0,0,"3107 Rogillio  Sewrattan",0,0,1,0,0.1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0.141233307684066,0
"1471",1471,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,10,0,0,0,0,0,4,0,1,1,"3107 Terry  Sas",0,0,0,0,0.25,5,0.242659548653239,0,0,0,1,0,0,5,0,0.0540540540540541,0.137931034482759,0,0,0
"1472",1472,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,13,2,1,2,2,0,0,0,1,0,"3107 Joey  Schelvis",1,1,1,0,0.325,2.92,0.109010135702686,5,1.71232876712329,1,0,1,0.856164383561644,3.92,0.207253886010363,0.0415800415800416,0.106100795755968,0,0.043456402364328,0
"1473",1473,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,15,0,0,1,0,0,0,2,0,0,"3107 Youri van der Linden",3,2,2,0,0.375,1,0.0323546064870986,0,0,0,0,0,0,3,0.253968253968254,0.0720720720720721,0,0.118518518518519,0.0753244307648352,0
"1474",1474,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,25,3,2,6,3,0,0,5,3,0,"3107 Johan  Kuijper",3,0,0,1,0.625,7.38,0.143266197524873,8,1.0840108401084,0.5,0,0.5,0.542005420054201,7.38,0,0.172972972972973,0.16551724137931,0.177777777777778,0,0.0457142857142857
"1475",1475,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,30,2,2,3,2,1,7,3,4,5,"3107 Ronny  LeMelle",4,0,4,1,0.75,15.92,0.257542667637305,9,0.565326633165829,0.2,0.7,0.35,0.412087912087912,15.92,0,0.126126126126126,0.183908045977011,0.0888888888888889,0.0753244307648352,0.0380952380952381
"1476",1476,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,33,3,2,9,2,0,4,1,5,1,"3107 Monta  McGhee",2,1,2,1,0.825,15.38,0.226188112623444,6,0.390117035110533,0.230769230769231,0.307692307692308,0.153846153846154,0.208623087621697,16.38,0.0652528548123981,0.0982800982800983,0.208986415882968,0.0269360269360269,0.0342383776203796,0.0346320346320346
"1477",1477,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,33,8,6,9,5,1,2,2,3,1,"3107 Seamus  Boxley",3,0,3,2,0.825,15.68,0.230600104417139,19,1.21173469387755,0.727272727272727,0.181818181818182,0.590909090909091,0.647138964577657,15.68,0,0.0819000819000819,0.125391849529781,0.0538720538720539,0.0513575664305694,0.0692640692640693
"1478",1478,476881,3107,3107,3103,27,18,36,17,4,22,13,21,12,200,"BS Leiden","BS Leide",476881,3103,3107,3103,21,11,35,15,5,15,8,32,20,200,"Rotterdam Basketbal","Rotterda",12.42,9.66,64,56,TRUE,FALSE,82.42,79.66,70.9828888888889,70.8048275862069,71,FALSE,70.8938582375479,90.1408450704225,78.8732394366197,FALSE,11.2676056338028,0.396551724137931,0.288888888888889,0.169014084507042,0.310344827586207,0.45,0.275862068965517,0.28169014084507,0.22,0.511218403862539,0.312411246804885,0.176370349332576,0.472222222222222,0.181818181818182,0.666666666666667,476881,3107,37,9,5,6,3,2,5,0,4,4,"3107 Danny  Gibson",1,4,3,0,0.925,19.14,0.251054257363406,17,0.888192267502612,0.818181818181818,0.454545454545455,0.545454545454545,0.561426684280053,23.14,0.277296360485269,0.0584368151935719,0.149114631873253,0,0.0458053970867241,0
"1479",1479,476882,2393,2393,2823,20,12,46,22,7,25,16,22,13,200,"Matrixx Magixx","Matrixx ",476882,2823,2393,2823,15,8,45,24,6,19,14,33,20,200,"EBBC","EBBC",9.2,6.9,77,74,TRUE,FALSE,93.2,90.9,78.5257142857143,76.7522222222222,78,FALSE,77.6389682539683,98.7179487179487,94.8717948717949,FALSE,3.84615384615384,0.457746478873239,0.326530612244898,0.166666666666667,0.169014084507042,0.515625,0.388888888888889,0.256410256410256,0.125,0.57356608478803,0.311720698254364,0.114713216957606,0.478260869565217,0.28,0.6,476882,2393,5,0,0,0,0,0,1,0,0,2,"2393 Elias  Bish",0,0,1,0,0.125,3,0.257510729613734,0,0,0,1,0,0,3,0,0,0,0,0.104231509764466,0
"1480",1480,476882,2393,2393,2823,20,12,46,22,7,25,16,22,13,200,"Matrixx Magixx","Matrixx ",476882,2823,2393,2823,15,8,45,24,6,19,14,33,20,200,"EBBC","EBBC",9.2,6.9,77,74,TRUE,FALSE,93.2,90.9,78.5257142857143,76.7522222222222,78,FALSE,77.6389682539683,98.7179487179487,94.8717948717949,FALSE,3.84615384615384,0.457746478873239,0.326530612244898,0.166666666666667,0.169014084507042,0.515625,0.388888888888889,0.256410256410256,0.125,0.57356608478803,0.311720698254364,0.114713216957606,0.478260869565217,0.28,0.6,476882,2393,6,0,0,1,0,0,0,0,2,0,"2393 Rob  Diggs",1,0,0,0,0.15,1,0.0715307582260372,0,0,0,0,0,0,1,0,0.156862745098039,0.37037037037037,0,0,0
